date,product_id,store_id,current_stock,reorder_point,reorder_flag
03-01-2023,103,2,52.48,369.460724,TRUE
03-01-2023,102,3,67.52,369.460724,TRUE
03-01-2023,101,3,80.96,369.460724,TRUE
03-01-2023,103,3,74.38,369.460724,TRUE
03-01-2023,104,3,68.34,369.460724,TRUE
03-01-2023,104,2,62.28,369.460724,TRUE
04-01-2023,101,1,50.73,369.460724,TRUE
04-01-2023,102,1,59.44,369.460724,TRUE
04-01-2023,103,1,94.08,369.460724,TRUE
04-01-2023,104,1,56.7,369.460724,TRUE
04-01-2023,101,2,40.15,369.460724,TRUE
04-01-2023,102,2,86.27,369.460724,TRUE
04-01-2023,103,2,58.42,369.460724,TRUE
04-01-2023,104,2,46.04,369.460724,TRUE
04-01-2023,101,3,71.07,369.460724,TRUE
04-01-2023,102,3,85.09,369.460724,TRUE
04-01-2023,103,3,30.83,369.460724,TRUE
04-01-2023,104,3,83.38,369.460724,TRUE
05-01-2023,101,2,46.15,369.460724,TRUE
05-01-2023,101,1,36.86,369.460724,TRUE
05-01-2023,102,1,13.12,369.460724,TRUE
05-01-2023,103,1,15.37,369.460724,TRUE
05-01-2023,104,1,69.8,369.460724,TRUE
05-01-2023,102,2,58.48,369.460724,TRUE
05-01-2023,103,2,21.93,369.460724,TRUE
05-01-2023,101,3,68.67,369.460724,TRUE
05-01-2023,102,3,14.82,369.460724,TRUE
05-01-2023,103,3,54.92,369.460724,TRUE
05-01-2023,104,3,10.83,369.460724,TRUE
05-01-2023,104,2,32.84,369.460724,TRUE
06-01-2023,101,1,70.33,369.460724,TRUE
06-01-2023,103,1,24.09,369.460724,TRUE
06-01-2023,104,1,21.42,369.460724,TRUE
06-01-2023,102,2,69.82,369.460724,TRUE
06-01-2023,101,2,28.32,369.460724,TRUE
06-01-2023,102,1,69.04,369.460724,TRUE
06-01-2023,103,2,63.32,369.460724,TRUE
06-01-2023,104,2,28.75,369.460724,TRUE
06-01-2023,104,3,34.1,369.460724,TRUE
06-01-2023,101,3,53.9,369.460724,TRUE
06-01-2023,102,3,49.51,369.460724,TRUE
06-01-2023,103,3,39.04,369.460724,TRUE
07-01-2023,102,2,86.67,369.460724,TRUE
07-01-2023,101,1,48.8,369.460724,TRUE
07-01-2023,102,1,39.76,369.460724,TRUE
07-01-2023,103,1,42.18,369.460724,TRUE
07-01-2023,101,2,38.04,369.460724,TRUE
07-01-2023,104,1,36.64,369.460724,TRUE
07-01-2023,103,2,49.69,369.460724,TRUE
07-01-2023,101,3,31.26,369.460724,TRUE
07-01-2023,102,3,60.1,369.460724,TRUE
07-01-2023,103,3,61.85,369.460724,TRUE
07-01-2023,104,3,57.07,369.460724,TRUE
07-01-2023,104,2,34.64,369.460724,TRUE
08-01-2023,101,2,73.39,369.460724,TRUE
08-01-2023,102,2,64.13,369.460724,TRUE
08-01-2023,101,1,60.21,369.460724,TRUE
08-01-2023,103,1,47.08,369.460724,TRUE
08-01-2023,104,1,29.26,369.460724,TRUE
08-01-2023,102,1,80.67,369.460724,TRUE
08-01-2023,104,3,51.46,369.460724,TRUE
08-01-2023,101,3,34.91,369.460724,TRUE
08-01-2023,102,3,60.38,369.460724,TRUE
08-01-2023,103,3,55.54,369.460724,TRUE
08-01-2023,104,2,90.3,369.460724,TRUE
08-01-2023,103,2,62.32,369.460724,TRUE
09-01-2023,102,2,79.72,369.460724,TRUE
09-01-2023,101,1,92.13,369.460724,TRUE
09-01-2023,102,1,87.02,369.460724,TRUE
09-01-2023,103,1,50.97,369.460724,TRUE
09-01-2023,104,1,55.79,369.460724,TRUE
09-01-2023,101,2,49.34,369.460724,TRUE
09-01-2023,104,3,97.71,369.460724,TRUE
09-01-2023,101,3,60.26,369.460724,TRUE
09-01-2023,102,3,103.8,369.460724,TRUE
09-01-2023,103,3,66.19,369.460724,TRUE
09-01-2023,103,2,85.96,369.460724,TRUE
09-01-2023,104,2,35.3,369.460724,TRUE
10-01-2023,102,2,69.04,369.460724,TRUE
10-01-2023,101,1,92.49,369.460724,TRUE
10-01-2023,102,1,99.9,369.460724,TRUE
10-01-2023,103,1,86.1,369.460724,TRUE
10-01-2023,104,1,54.45,369.460724,TRUE
10-01-2023,101,2,96.22,369.460724,TRUE
10-01-2023,104,2,91.35,369.460724,TRUE
10-01-2023,101,3,75.86,369.460724,TRUE
10-01-2023,102,3,67.04,369.460724,TRUE
10-01-2023,103,3,77.69,369.460724,TRUE
10-01-2023,104,3,72.32,369.460724,TRUE
10-01-2023,103,2,58.84,369.460724,TRUE
11-01-2023,101,2,87.15,369.460724,TRUE
11-01-2023,102,2,67.01,369.460724,TRUE
11-01-2023,102,1,54.73,369.460724,TRUE
11-01-2023,103,1,53.5,369.460724,TRUE
11-01-2023,104,1,14.49,369.460724,TRUE
11-01-2023,101,1,51.15,369.460724,TRUE
11-01-2023,104,2,58.28,369.460724,TRUE
11-01-2023,101,3,46.93,369.460724,TRUE
11-01-2023,102,3,41.79,369.460724,TRUE
11-01-2023,103,3,51.61,369.460724,TRUE
11-01-2023,104,3,36.32,369.460724,TRUE
11-01-2023,103,2,73.84,369.460724,TRUE
12-01-2023,101,2,83.28,369.460724,TRUE
12-01-2023,101,1,44.29,369.460724,TRUE
12-01-2023,102,1,52.97,369.460724,TRUE
12-01-2023,102,2,46.43,369.460724,TRUE
12-01-2023,104,1,78.26,369.460724,TRUE
12-01-2023,103,1,45.55,369.460724,TRUE
12-01-2023,103,3,45.78,369.460724,TRUE
12-01-2023,101,3,50.17,369.460724,TRUE
12-01-2023,102,3,14.48,369.460724,TRUE
12-01-2023,103,2,21.99,369.460724,TRUE
12-01-2023,104,3,75.11,369.460724,TRUE
12-01-2023,104,2,78.27,369.460724,TRUE
13-01-2023,101,1,58.21,369.460724,TRUE
13-01-2023,102,1,78.86,369.460724,TRUE
13-01-2023,103,1,85.78,369.460724,TRUE
13-01-2023,104,1,65.51,369.460724,TRUE
13-01-2023,101,2,62.86,369.460724,TRUE
13-01-2023,102,2,38.78,369.460724,TRUE
13-01-2023,103,2,52.92,369.460724,TRUE
13-01-2023,104,2,55.87,369.460724,TRUE
13-01-2023,101,3,39.8,369.460724,TRUE
13-01-2023,102,3,85.2,369.460724,TRUE
13-01-2023,103,3,44.63,369.460724,TRUE
13-01-2023,104,3,23.04,369.460724,TRUE
14-01-2023,101,1,55.58,369.460724,TRUE
14-01-2023,102,1,11.41,369.460724,TRUE
14-01-2023,103,1,56.6,369.460724,TRUE
14-01-2023,104,1,67.99,369.460724,TRUE
14-01-2023,101,2,45.71,369.460724,TRUE
14-01-2023,102,2,70.03,369.460724,TRUE
14-01-2023,103,2,49.05,369.460724,TRUE
14-01-2023,104,2,33.62,369.460724,TRUE
14-01-2023,101,3,52.07,369.460724,TRUE
14-01-2023,102,3,79.76,369.460724,TRUE
14-01-2023,103,3,35.58,369.460724,TRUE
14-01-2023,104,3,61.44,369.460724,TRUE
15-01-2023,101,1,43.66,369.460724,TRUE
15-01-2023,102,1,84.6,369.460724,TRUE
15-01-2023,103,1,85.1,369.460724,TRUE
15-01-2023,104,1,84.75,369.460724,TRUE
15-01-2023,101,2,97.49,369.460724,TRUE
15-01-2023,102,2,65.08,369.460724,TRUE
15-01-2023,103,2,77.4,369.460724,TRUE
15-01-2023,104,2,44.05,369.460724,TRUE
15-01-2023,101,3,54.51,369.460724,TRUE
15-01-2023,102,3,64.79,369.460724,TRUE
15-01-2023,103,3,61.87,369.460724,TRUE
15-01-2023,104,3,69.9,369.460724,TRUE
16-01-2023,101,2,49.56,369.460724,TRUE
16-01-2023,101,1,53.71,369.460724,TRUE
16-01-2023,102,1,58.78,369.460724,TRUE
16-01-2023,103,1,99.19,369.460724,TRUE
16-01-2023,104,1,42.36,369.460724,TRUE
16-01-2023,102,2,74.26,369.460724,TRUE
16-01-2023,103,2,51.54,369.460724,TRUE
16-01-2023,101,3,58.96,369.460724,TRUE
16-01-2023,102,3,75.29,369.460724,TRUE
16-01-2023,103,3,72.78,369.460724,TRUE
16-01-2023,104,3,72.23,369.460724,TRUE
16-01-2023,104,2,108.43,369.460724,TRUE
17-01-2023,101,1,31.88,369.460724,TRUE
17-01-2023,104,1,62.95,369.460724,TRUE
17-01-2023,102,2,92.22,369.460724,TRUE
17-01-2023,102,1,73.05,369.460724,TRUE
17-01-2023,101,2,56.29,369.460724,TRUE
17-01-2023,103,1,45.73,369.460724,TRUE
17-01-2023,103,2,48.85,369.460724,TRUE
17-01-2023,104,2,94.74,369.460724,TRUE
17-01-2023,103,3,22.77,369.460724,TRUE
17-01-2023,104,3,28.81,369.460724,TRUE
17-01-2023,101,3,66.96,369.460724,TRUE
17-01-2023,102,3,36.85,369.460724,TRUE
18-01-2023,101,1,44.14,369.460724,TRUE
18-01-2023,102,1,60.64,369.460724,TRUE
18-01-2023,103,1,46.17,369.460724,TRUE
18-01-2023,104,1,17.02,369.460724,TRUE
18-01-2023,101,2,29.56,369.460724,TRUE
18-01-2023,102,2,24.5,369.460724,TRUE
18-01-2023,103,2,28.95,369.460724,TRUE
18-01-2023,104,2,37.05,369.460724,TRUE
18-01-2023,101,3,62.47,369.460724,TRUE
18-01-2023,102,3,86.51,369.460724,TRUE
18-01-2023,103,3,23.21,369.460724,TRUE
18-01-2023,104,3,70.67,369.460724,TRUE
19-01-2023,102,1,64.94,369.460724,TRUE
19-01-2023,101,2,53.1,369.460724,TRUE
19-01-2023,101,1,60.01,369.460724,TRUE
19-01-2023,103,1,31.77,369.460724,TRUE
19-01-2023,104,1,32.01,369.460724,TRUE
19-01-2023,102,2,85.79,369.460724,TRUE
19-01-2023,103,2,43.33,369.460724,TRUE
19-01-2023,101,3,14.21,369.460724,TRUE
19-01-2023,102,3,78.31,369.460724,TRUE
19-01-2023,104,3,37.34,369.460724,TRUE
19-01-2023,104,2,10.12,369.460724,TRUE
19-01-2023,103,3,95.43,369.460724,TRUE
20-01-2023,101,2,31.67,369.460724,TRUE
20-01-2023,102,2,49.13,369.460724,TRUE
20-01-2023,101,1,58.97,369.460724,TRUE
20-01-2023,102,1,55.83,369.460724,TRUE
20-01-2023,103,1,92.19,369.460724,TRUE
20-01-2023,104,1,20.02,369.460724,TRUE
20-01-2023,104,2,47.28,369.460724,TRUE
20-01-2023,102,3,32.97,369.460724,TRUE
20-01-2023,103,3,90.71,369.460724,TRUE
20-01-2023,103,2,52.53,369.460724,TRUE
20-01-2023,104,3,57.2,369.460724,TRUE
20-01-2023,101,3,51.18,369.460724,TRUE
21-01-2023,101,1,64.89,369.460724,TRUE
21-01-2023,102,1,57.65,369.460724,TRUE
21-01-2023,103,1,58.48,369.460724,TRUE
21-01-2023,104,1,40.41,369.460724,TRUE
21-01-2023,101,2,37.65,369.460724,TRUE
21-01-2023,102,2,73.04,369.460724,TRUE
21-01-2023,103,2,59.48,369.460724,TRUE
21-01-2023,104,2,59.8,369.460724,TRUE
21-01-2023,101,3,56.3,369.460724,TRUE
21-01-2023,102,3,69.8,369.460724,TRUE
21-01-2023,103,3,37.47,369.460724,TRUE
21-01-2023,104,3,69.45,369.460724,TRUE
22-01-2023,101,2,93.72,369.460724,TRUE
22-01-2023,101,1,76.74,369.460724,TRUE
22-01-2023,102,1,50.53,369.460724,TRUE
22-01-2023,103,1,93.43,369.460724,TRUE
22-01-2023,104,1,58.42,369.460724,TRUE
22-01-2023,102,2,48.05,369.460724,TRUE
22-01-2023,103,2,61.45,369.460724,TRUE
22-01-2023,101,3,72.26,369.460724,TRUE
22-01-2023,102,3,66.81,369.460724,TRUE
22-01-2023,103,3,77.72,369.460724,TRUE
22-01-2023,104,3,90.19,369.460724,TRUE
22-01-2023,104,2,78.92,369.460724,TRUE
23-01-2023,104,1,67.64,369.460724,TRUE
23-01-2023,101,1,76.35,369.460724,TRUE
23-01-2023,102,1,61.15,369.460724,TRUE
23-01-2023,103,1,65.75,369.460724,TRUE
23-01-2023,101,2,69.98,369.460724,TRUE
23-01-2023,102,2,58.87,369.460724,TRUE
23-01-2023,103,2,81.99,369.460724,TRUE
23-01-2023,102,3,88.03,369.460724,TRUE
23-01-2023,101,3,55.5,369.460724,TRUE
23-01-2023,103,3,44.26,369.460724,TRUE
23-01-2023,104,3,62.65,369.460724,TRUE
23-01-2023,104,2,69.09,369.460724,TRUE
24-01-2023,101,1,78.54,369.460724,TRUE
24-01-2023,102,1,71.8,369.460724,TRUE
24-01-2023,103,1,44.48,369.460724,TRUE
24-01-2023,104,1,39.73,369.460724,TRUE
24-01-2023,101,2,46.46,369.460724,TRUE
24-01-2023,102,2,79.53,369.460724,TRUE
24-01-2023,103,2,35.38,369.460724,TRUE
24-01-2023,104,2,56.8,369.460724,TRUE
24-01-2023,101,3,75.68,369.460724,TRUE
24-01-2023,102,3,58.48,369.460724,TRUE
24-01-2023,103,3,107.9,369.460724,TRUE
24-01-2023,104,3,47.41,369.460724,TRUE
25-01-2023,101,1,41,369.460724,TRUE
25-01-2023,102,1,35.65,369.460724,TRUE
25-01-2023,103,1,61.74,369.460724,TRUE
25-01-2023,104,1,69.13,369.460724,TRUE
25-01-2023,101,2,30.92,369.460724,TRUE
25-01-2023,102,2,57.84,369.460724,TRUE
25-01-2023,103,2,32,369.460724,TRUE
25-01-2023,104,2,53.52,369.460724,TRUE
25-01-2023,101,3,38.35,369.460724,TRUE
25-01-2023,102,3,19.77,369.460724,TRUE
25-01-2023,103,3,64.98,369.460724,TRUE
25-01-2023,104,3,42.27,369.460724,TRUE
26-01-2023,101,1,45.48,369.460724,TRUE
26-01-2023,102,1,36.18,369.460724,TRUE
26-01-2023,103,1,46.37,369.460724,TRUE
26-01-2023,104,1,40.05,369.460724,TRUE
26-01-2023,101,2,84.36,369.460724,TRUE
26-01-2023,102,2,46.1,369.460724,TRUE
26-01-2023,103,2,36.06,369.460724,TRUE
26-01-2023,104,2,54.2,369.460724,TRUE
26-01-2023,101,3,50.25,369.460724,TRUE
26-01-2023,102,3,56.81,369.460724,TRUE
26-01-2023,103,3,37.56,369.460724,TRUE
26-01-2023,104,3,45.13,369.460724,TRUE
27-01-2023,101,2,55.35,369.460724,TRUE
27-01-2023,101,1,82.17,369.460724,TRUE
27-01-2023,102,1,60.08,369.460724,TRUE
27-01-2023,103,1,40.23,369.460724,TRUE
27-01-2023,104,1,56.82,369.460724,TRUE
27-01-2023,102,2,29.94,369.460724,TRUE
27-01-2023,103,2,57.29,369.460724,TRUE
27-01-2023,101,3,38.72,369.460724,TRUE
27-01-2023,102,3,50.78,369.460724,TRUE
27-01-2023,103,3,70.77,369.460724,TRUE
27-01-2023,104,3,89.7,369.460724,TRUE
27-01-2023,104,2,38.33,369.460724,TRUE
28-01-2023,101,1,50.08,369.460724,TRUE
28-01-2023,104,1,45.09,369.460724,TRUE
28-01-2023,102,2,86.26,369.460724,TRUE
28-01-2023,102,1,97.47,369.460724,TRUE
28-01-2023,101,2,18.83,369.460724,TRUE
28-01-2023,103,1,40.23,369.460724,TRUE
28-01-2023,103,2,33.87,369.460724,TRUE
28-01-2023,104,2,67.92,369.460724,TRUE
28-01-2023,103,3,52.28,369.460724,TRUE
28-01-2023,104,3,48.05,369.460724,TRUE
28-01-2023,101,3,60.13,369.460724,TRUE
28-01-2023,102,3,22.35,369.460724,TRUE
29-01-2023,101,1,37.21,369.460724,TRUE
29-01-2023,102,1,88.41,369.460724,TRUE
29-01-2023,103,1,68.47,369.460724,TRUE
29-01-2023,104,1,69.43,369.460724,TRUE
29-01-2023,101,2,45.55,369.460724,TRUE
29-01-2023,102,2,89.17,369.460724,TRUE
29-01-2023,103,2,41.28,369.460724,TRUE
29-01-2023,104,2,66.72,369.460724,TRUE
29-01-2023,101,3,45.32,369.460724,TRUE
29-01-2023,102,3,45.46,369.460724,TRUE
29-01-2023,103,3,70.6,369.460724,TRUE
29-01-2023,104,3,60.61,369.460724,TRUE
30-01-2023,102,1,26.4,369.460724,TRUE
30-01-2023,101,2,71.47,369.460724,TRUE
30-01-2023,101,1,98.69,369.460724,TRUE
30-01-2023,103,1,72.8,369.460724,TRUE
30-01-2023,104,1,79.68,369.460724,TRUE
30-01-2023,102,2,38.16,369.460724,TRUE
30-01-2023,103,2,33.45,369.460724,TRUE
30-01-2023,101,3,61.2,369.460724,TRUE
30-01-2023,102,3,61.03,369.460724,TRUE
30-01-2023,104,3,32.57,369.460724,TRUE
30-01-2023,104,2,19.52,369.460724,TRUE
30-01-2023,103,3,46.39,369.460724,TRUE
31-01-2023,101,2,95.14,369.460724,TRUE
31-01-2023,102,2,63.99,369.460724,TRUE
31-01-2023,101,1,78.35,369.460724,TRUE
31-01-2023,102,1,48.25,369.460724,TRUE
31-01-2023,103,1,94.73,369.460724,TRUE
31-01-2023,104,1,57.44,369.460724,TRUE
31-01-2023,104,2,76.08,369.460724,TRUE
31-01-2023,102,3,88.08,369.460724,TRUE
31-01-2023,103,3,75.73,369.460724,TRUE
31-01-2023,103,2,66.06,369.460724,TRUE
31-01-2023,104,3,61.93,369.460724,TRUE
31-01-2023,101,3,59.95,369.460724,TRUE
01-02-2023,101,1,71.26,369.460724,TRUE
01-02-2023,102,1,43.52,369.460724,TRUE
01-02-2023,103,1,30.53,369.460724,TRUE
01-02-2023,104,1,48.36,369.460724,TRUE
01-02-2023,101,2,35.64,369.460724,TRUE
01-02-2023,102,2,57.44,369.460724,TRUE
01-02-2023,103,2,51.79,369.460724,TRUE
01-02-2023,104,2,55.1,369.460724,TRUE
01-02-2023,101,3,60.16,369.460724,TRUE
01-02-2023,102,3,32.04,369.460724,TRUE
01-02-2023,103,3,45.51,369.460724,TRUE
01-02-2023,104,3,75.45,369.460724,TRUE
02-02-2023,101,2,30.89,369.460724,TRUE
02-02-2023,101,1,45.74,369.460724,TRUE
02-02-2023,102,1,12.79,369.460724,TRUE
02-02-2023,103,1,78.84,369.460724,TRUE
02-02-2023,104,1,53.59,369.460724,TRUE
02-02-2023,102,2,44.5,369.460724,TRUE
02-02-2023,103,2,45.38,369.460724,TRUE
02-02-2023,101,3,47.17,369.460724,TRUE
02-02-2023,102,3,52.91,369.460724,TRUE
02-02-2023,103,3,33.09,369.460724,TRUE
02-02-2023,104,3,75.97,369.460724,TRUE
02-02-2023,104,2,43.3,369.460724,TRUE
03-02-2023,101,1,29.96,369.460724,TRUE
03-02-2023,104,1,86.08,369.460724,TRUE
03-02-2023,102,2,37.88,369.460724,TRUE
03-02-2023,102,1,59.45,369.460724,TRUE
03-02-2023,101,2,86.22,369.460724,TRUE
03-02-2023,103,1,47.01,369.460724,TRUE
03-02-2023,103,2,51.37,369.460724,TRUE
03-02-2023,104,2,46.69,369.460724,TRUE
03-02-2023,103,3,88.98,369.460724,TRUE
03-02-2023,104,3,32,369.460724,TRUE
03-02-2023,101,3,83.32,369.460724,TRUE
03-02-2023,102,3,68.53,369.460724,TRUE
04-02-2023,102,2,58.38,369.460724,TRUE
04-02-2023,101,1,72.02,369.460724,TRUE
04-02-2023,102,1,74.89,369.460724,TRUE
04-02-2023,103,1,62.35,369.460724,TRUE
04-02-2023,101,2,72.47,369.460724,TRUE
04-02-2023,104,1,56.35,369.460724,TRUE
04-02-2023,103,2,66.59,369.460724,TRUE
04-02-2023,101,3,21.88,369.460724,TRUE
04-02-2023,102,3,88.91,369.460724,TRUE
04-02-2023,103,3,18.17,369.460724,TRUE
04-02-2023,104,3,55.31,369.460724,TRUE
04-02-2023,104,2,79.96,369.460724,TRUE
05-02-2023,101,2,72.96,369.460724,TRUE
05-02-2023,101,1,56.61,369.460724,TRUE
05-02-2023,102,2,54.76,369.460724,TRUE
05-02-2023,103,1,117.11,369.460724,TRUE
05-02-2023,104,1,43.27,369.460724,TRUE
05-02-2023,102,1,51.46,369.460724,TRUE
05-02-2023,103,3,43.38,369.460724,TRUE
05-02-2023,101,3,85.84,369.460724,TRUE
05-02-2023,102,3,40.66,369.460724,TRUE
05-02-2023,104,3,104.38,369.460724,TRUE
05-02-2023,104,2,91.18,369.460724,TRUE
05-02-2023,103,2,74.73,369.460724,TRUE
06-02-2023,103,1,46.22,369.460724,TRUE
06-02-2023,104,1,44.88,369.460724,TRUE
06-02-2023,102,2,81.27,369.460724,TRUE
06-02-2023,102,1,76.34,369.460724,TRUE
06-02-2023,101,2,59.88,369.460724,TRUE
06-02-2023,101,1,34.66,369.460724,TRUE
06-02-2023,103,2,51.67,369.460724,TRUE
06-02-2023,104,3,63.35,369.460724,TRUE
06-02-2023,103,3,81.11,369.460724,TRUE
06-02-2023,104,2,39.86,369.460724,TRUE
06-02-2023,101,3,56.84,369.460724,TRUE
06-02-2023,102,3,37.29,369.460724,TRUE
07-02-2023,101,1,46.27,369.460724,TRUE
07-02-2023,102,1,86,369.460724,TRUE
07-02-2023,103,1,49.56,369.460724,TRUE
07-02-2023,104,1,67.39,369.460724,TRUE
07-02-2023,101,2,74.29,369.460724,TRUE
07-02-2023,102,2,94.14,369.460724,TRUE
07-02-2023,103,2,95.75,369.460724,TRUE
07-02-2023,104,2,44.24,369.460724,TRUE
07-02-2023,101,3,53.45,369.460724,TRUE
07-02-2023,102,3,77.6,369.460724,TRUE
07-02-2023,103,3,75.86,369.460724,TRUE
07-02-2023,104,3,61.12,369.460724,TRUE
08-02-2023,102,1,93.36,369.460724,TRUE
08-02-2023,101,2,80.32,369.460724,TRUE
08-02-2023,101,1,95.56,369.460724,TRUE
08-02-2023,103,1,43.94,369.460724,TRUE
08-02-2023,104,1,74.9,369.460724,TRUE
08-02-2023,102,2,56.33,369.460724,TRUE
08-02-2023,103,2,74.28,369.460724,TRUE
08-02-2023,101,3,47.01,369.460724,TRUE
08-02-2023,102,3,68.06,369.460724,TRUE
08-02-2023,104,3,18.13,369.460724,TRUE
08-02-2023,104,2,59.21,369.460724,TRUE
08-02-2023,103,3,70.4,369.460724,TRUE
09-02-2023,102,1,47.12,369.460724,TRUE
09-02-2023,102,2,64.58,369.460724,TRUE
09-02-2023,103,1,16.47,369.460724,TRUE
09-02-2023,101,2,85.39,369.460724,TRUE
09-02-2023,101,1,68.81,369.460724,TRUE
09-02-2023,104,1,90.26,369.460724,TRUE
09-02-2023,104,2,48.58,369.460724,TRUE
09-02-2023,102,3,63.7,369.460724,TRUE
09-02-2023,104,3,33.56,369.460724,TRUE
09-02-2023,101,3,24.23,369.460724,TRUE
09-02-2023,103,3,49.19,369.460724,TRUE
09-02-2023,103,2,66.4,369.460724,TRUE
10-02-2023,102,2,42.15,369.460724,TRUE
10-02-2023,101,1,65.28,369.460724,TRUE
10-02-2023,102,1,9.76,369.460724,TRUE
10-02-2023,103,1,56.27,369.460724,TRUE
10-02-2023,101,2,48.48,369.460724,TRUE
10-02-2023,104,1,48.91,369.460724,TRUE
10-02-2023,103,2,59.7,369.460724,TRUE
10-02-2023,101,3,63.11,369.460724,TRUE
10-02-2023,102,3,35.51,369.460724,TRUE
10-02-2023,103,3,49.15,369.460724,TRUE
10-02-2023,104,3,70.34,369.460724,TRUE
10-02-2023,104,2,43.24,369.460724,TRUE
11-02-2023,101,2,66.73,369.460724,TRUE
11-02-2023,102,2,56.68,369.460724,TRUE
11-02-2023,101,1,63.32,369.460724,TRUE
11-02-2023,103,1,43.03,369.460724,TRUE
11-02-2023,104,1,95.22,369.460724,TRUE
11-02-2023,102,1,47,369.460724,TRUE
11-02-2023,103,3,56.4,369.460724,TRUE
11-02-2023,101,3,72.48,369.460724,TRUE
11-02-2023,102,3,43.87,369.460724,TRUE
11-02-2023,104,3,74.5,369.460724,TRUE
11-02-2023,103,2,72.09,369.460724,TRUE
11-02-2023,104,2,15.33,369.460724,TRUE
12-02-2023,102,2,64.67,369.460724,TRUE
12-02-2023,101,2,88.66,369.460724,TRUE
12-02-2023,101,1,99.44,369.460724,TRUE
12-02-2023,102,1,71.7,369.460724,TRUE
12-02-2023,103,1,98.38,369.460724,TRUE
12-02-2023,104,1,92.73,369.460724,TRUE
12-02-2023,104,2,43.97,369.460724,TRUE
12-02-2023,102,3,69.91,369.460724,TRUE
12-02-2023,103,3,57.13,369.460724,TRUE
12-02-2023,104,3,95.57,369.460724,TRUE
12-02-2023,103,2,75.79,369.460724,TRUE
12-02-2023,101,3,104.07,369.460724,TRUE
13-02-2023,101,1,84.29,369.460724,TRUE
13-02-2023,102,1,76.99,369.460724,TRUE
13-02-2023,103,1,50.87,369.460724,TRUE
13-02-2023,104,1,60.57,369.460724,TRUE
13-02-2023,101,2,65.54,369.460724,TRUE
13-02-2023,102,2,59.04,369.460724,TRUE
13-02-2023,103,2,42.21,369.460724,TRUE
13-02-2023,104,2,94.3,369.460724,TRUE
13-02-2023,101,3,71.62,369.460724,TRUE
13-02-2023,102,3,62.14,369.460724,TRUE
13-02-2023,103,3,49.66,369.460724,TRUE
13-02-2023,104,3,64.82,369.460724,TRUE
14-02-2023,101,2,62.86,369.460724,TRUE
14-02-2023,101,1,63.84,369.460724,TRUE
14-02-2023,102,1,48.93,369.460724,TRUE
14-02-2023,103,1,67.88,369.460724,TRUE
14-02-2023,104,1,54.7,369.460724,TRUE
14-02-2023,102,2,50.03,369.460724,TRUE
14-02-2023,103,2,73.99,369.460724,TRUE
14-02-2023,101,3,48.3,369.460724,TRUE
14-02-2023,102,3,48.09,369.460724,TRUE
14-02-2023,103,3,86.3,369.460724,TRUE
14-02-2023,104,3,62.53,369.460724,TRUE
14-02-2023,104,2,64.53,369.460724,TRUE
15-02-2023,101,1,85.64,369.460724,TRUE
15-02-2023,103,1,45.79,369.460724,TRUE
15-02-2023,104,1,62.77,369.460724,TRUE
15-02-2023,102,2,52.61,369.460724,TRUE
15-02-2023,101,2,67.83,369.460724,TRUE
15-02-2023,102,1,47.86,369.460724,TRUE
15-02-2023,103,2,38.82,369.460724,TRUE
15-02-2023,104,2,54.05,369.460724,TRUE
15-02-2023,104,3,67.13,369.460724,TRUE
15-02-2023,101,3,25.97,369.460724,TRUE
15-02-2023,102,3,42.36,369.460724,TRUE
15-02-2023,103,3,21.71,369.460724,TRUE
16-02-2023,102,2,31.93,369.460724,TRUE
16-02-2023,101,1,33.69,369.460724,TRUE
16-02-2023,102,1,30.47,369.460724,TRUE
16-02-2023,103,1,75.36,369.460724,TRUE
16-02-2023,101,2,30.7,369.460724,TRUE
16-02-2023,104,1,38.94,369.460724,TRUE
16-02-2023,103,2,48.21,369.460724,TRUE
16-02-2023,101,3,41.2,369.460724,TRUE
16-02-2023,102,3,38.68,369.460724,TRUE
16-02-2023,103,3,51.55,369.460724,TRUE
16-02-2023,104,3,71.04,369.460724,TRUE
16-02-2023,104,2,38.17,369.460724,TRUE
17-02-2023,101,2,81.1,369.460724,TRUE
17-02-2023,102,2,41.56,369.460724,TRUE
17-02-2023,101,1,76.83,369.460724,TRUE
17-02-2023,103,1,44.55,369.460724,TRUE
17-02-2023,104,1,70.94,369.460724,TRUE
17-02-2023,102,1,21.81,369.460724,TRUE
17-02-2023,104,3,72.5,369.460724,TRUE
17-02-2023,101,3,75.02,369.460724,TRUE
17-02-2023,102,3,37.83,369.460724,TRUE
17-02-2023,103,3,48.12,369.460724,TRUE
17-02-2023,104,2,33.77,369.460724,TRUE
17-02-2023,103,2,47.93,369.460724,TRUE
18-02-2023,104,1,80.11,369.460724,TRUE
18-02-2023,103,1,60.18,369.460724,TRUE
